timestamp,portfolio_value
2025-04-10T18:22:15.980460,18000.0
2025-04-10T18:22:15.981992,18000.0
2025-04-10T18:22:15.981992,17999.819624819625
2025-04-10T18:22:15.981992,17999.819624819625
2025-04-10T18:22:15.981992,17999.819624819625
2025-04-10T18:22:16.050656,18000.0
2025-04-10T18:22:16.314869,17999.819624819625
2025-04-10T18:22:16.314869,17999.819624819625
2025-04-10T18:22:16.314869,17999.819624819625
2025-04-10T18:22:16.314869,17999.819624819625
2025-04-10T18:22:16.314869,17999.819624819625
2025-04-10T18:22:16.314869,17999.819624819625
2025-04-10T18:22:16.315869,17999.819624819625
2025-04-10T18:22:16.315869,17999.819624819625
2025-04-10T18:22:16.315869,17999.819624819625
2025-04-10T18:22:16.777486,17999.819624819625
2025-04-10T18:22:16.778486,17999.819624819625
2025-04-10T18:22:16.778486,17999.819624819625
2025-04-10T18:22:16.778486,17999.819624819625
2025-04-10T18:22:16.778486,17999.819624819625
2025-04-10T18:22:16.778486,17999.819624819625
2025-04-10T18:22:16.778486,17999.819624819625
2025-04-10T18:22:16.778486,17999.819624819625
2025-04-10T18:22:16.778486,17999.819624819625
2025-04-10T18:22:16.778486,17999.819624819625
2025-04-10T18:22:16.778486,17999.819624819625
2025-04-10T18:22:16.778486,17999.819624819625
2025-04-10T18:22:16.778486,17999.819624819625
2025-04-10T18:22:16.952928,17999.819624819625
2025-04-10T18:22:17.279663,17999.819624819625
2025-04-10T18:22:17.302352,17999.819624819625
2025-04-10T18:22:17.302352,17999.819624819625
2025-04-10T18:22:17.302352,17999.819624819625
2025-04-10T18:22:17.303954,17999.819624819625
2025-04-10T18:22:17.303954,17999.819624819625
2025-04-10T18:22:17.303954,17999.819624819625
2025-04-10T18:22:17.303954,17999.819624819625
2025-04-10T18:22:17.303954,17999.819624819625
2025-04-10T18:22:17.304991,17999.819624819625
2025-04-10T18:22:17.304991,17999.819624819625
2025-04-10T18:22:17.304991,17999.819624819625
2025-04-10T18:22:17.304991,17999.819624819625
2025-04-10T18:22:17.304991,17999.819624819625
2025-04-10T18:22:17.304991,17999.819624819625
2025-04-10T18:22:17.305997,17999.819624819625
2025-04-10T18:22:17.305997,17999.819624819625
2025-04-10T18:22:17.305997,17999.819624819625
2025-04-10T18:22:17.306960,20000.0
2025-04-10T18:22:17.306960,20000.0
2025-04-10T18:22:17.306960,20000.0
2025-04-10T18:22:17.306960,20000.0
2025-04-10T18:22:17.306960,20000.0
2025-04-10T18:22:17.307991,20000.0
2025-04-10T18:22:17.307991,20000.0
2025-04-10T18:22:17.307991,20000.0
2025-04-10T18:22:17.307991,20000.0
2025-04-10T18:22:17.308965,20000.0
2025-04-10T18:22:17.308965,20000.0
2025-04-10T18:22:17.308965,20000.0
2025-04-10T18:22:17.308965,20000.0
2025-04-10T18:22:17.308965,20000.0
2025-04-10T18:22:17.309994,20000.0
2025-04-10T18:22:17.309994,20000.0
2025-04-10T18:22:17.309994,20000.0
2025-04-10T18:22:17.309994,20000.0
2025-04-10T18:22:17.630471,20000.0
2025-04-10T18:22:17.630471,20000.0
2025-04-10T18:22:17.630471,20000.0
2025-04-10T18:22:17.630471,20000.0
2025-04-10T18:22:17.631616,20000.0
2025-04-10T18:22:17.631616,20000.0
2025-04-10T18:22:17.631616,20000.0
2025-04-10T18:22:17.631616,20000.0
2025-04-10T18:22:17.632590,20000.0
2025-04-10T18:22:17.632590,20000.0
2025-04-10T18:22:17.947910,20000.0
2025-04-10T18:22:17.947910,20000.0
2025-04-10T18:22:18.011381,18000.0
2025-04-10T18:22:18.012361,18000.180375180375
2025-04-10T18:22:18.012361,18000.180375180375
2025-04-10T18:22:18.012361,18000.180375180375
2025-04-10T18:22:18.012361,18000.180375180375
2025-04-10T18:22:18.012361,18000.180375180375
2025-04-10T18:22:18.012361,18000.180375180375
2025-04-10T18:22:18.012361,18000.180375180375
2025-04-10T18:22:18.013954,18000.180375180375
2025-04-10T18:22:18.013954,18000.180375180375
2025-04-10T18:22:18.013954,18000.180375180375
2025-04-10T18:22:18.013954,18000.180375180375
2025-04-10T18:22:18.013954,18000.180375180375
2025-04-10T18:22:18.013954,18000.180375180375
2025-04-10T18:22:18.014965,18000.180375180375
2025-04-10T18:22:18.014965,20000.7215007215
2025-04-10T18:22:18.014965,20000.7215007215
2025-04-10T18:22:18.015964,20000.7215007215
2025-04-10T18:22:18.015964,20000.7215007215
2025-04-10T18:22:18.015964,20000.7215007215
2025-04-10T18:22:18.015964,20000.7215007215
2025-04-10T18:22:18.015964,20000.7215007215
2025-04-10T18:22:18.016984,20000.7215007215
2025-04-10T18:22:18.016984,20000.7215007215
2025-04-10T18:22:18.016984,20000.7215007215
2025-04-10T18:22:18.017983,20000.7215007215
2025-04-10T18:22:18.017983,20000.7215007215
2025-04-10T18:22:18.017983,20000.7215007215
2025-04-10T18:22:18.017983,20000.7215007215
2025-04-10T18:22:18.044692,20000.7215007215
2025-04-10T18:22:18.044692,20000.7215007215
2025-04-10T18:22:18.044692,20000.7215007215
2025-04-10T18:22:18.044692,20000.7215007215
2025-04-10T18:22:18.974908,20000.7215007215
2025-04-10T18:22:18.975997,20000.7215007215
2025-04-10T18:22:18.975997,20000.7215007215
2025-04-10T18:22:18.975997,20000.7215007215
2025-04-10T18:22:18.975997,20000.7215007215
2025-04-10T18:22:18.977509,20000.7215007215
2025-04-10T18:22:18.978305,20000.7215007215
2025-04-10T18:22:18.978305,20000.7215007215
2025-04-10T18:22:18.978305,20000.7215007215
2025-04-10T18:22:18.978305,20000.7215007215
2025-04-10T18:22:18.978305,20000.7215007215
2025-04-10T18:22:18.978305,20000.7215007215
2025-04-10T18:22:18.978305,20000.7215007215
2025-04-10T18:22:18.979596,20000.7215007215
2025-04-10T18:22:18.979596,20000.7215007215
2025-04-10T18:22:18.980191,20000.7215007215
2025-04-10T18:22:18.980191,20000.7215007215
2025-04-10T18:22:18.980191,20000.7215007215
2025-04-10T18:22:18.980819,20000.7215007215
2025-04-10T18:22:18.980819,20000.7215007215
2025-04-10T18:22:18.980819,20000.7215007215
2025-04-10T18:22:19.116781,20000.7215007215
2025-04-10T18:22:19.116781,20000.7215007215
2025-04-10T18:22:19.116781,20000.7215007215
2025-04-10T18:22:19.117798,20000.7215007215
2025-04-10T18:22:19.117798,20000.7215007215
2025-04-10T18:22:19.117798,20000.7215007215
2025-04-10T18:22:19.117798,20000.7215007215
2025-04-10T18:22:19.117798,20000.7215007215
2025-04-10T18:22:19.118779,20000.7215007215
2025-04-10T18:22:19.118779,20000.7215007215
2025-04-10T18:22:19.118779,20000.7215007215
2025-04-10T18:22:19.119796,20000.7215007215
2025-04-10T18:22:19.119796,20000.7215007215
2025-04-10T18:22:19.119796,20000.7215007215
2025-04-10T18:22:19.119796,20000.7215007215
2025-04-10T18:22:19.119796,20000.7215007215
2025-04-10T18:22:19.119796,20000.7215007215
2025-04-10T18:22:19.457775,20000.7215007215
2025-04-10T18:22:19.458772,20000.7215007215
2025-04-10T18:22:19.458772,20000.7215007215
2025-04-10T18:22:19.458772,20000.7215007215
2025-04-10T18:22:19.458772,20000.7215007215
2025-04-10T18:22:19.458772,20000.7215007215
2025-04-10T18:22:19.459788,20000.7215007215
2025-04-10T18:22:19.459788,20000.7215007215
2025-04-10T18:22:19.460303,20000.7215007215
2025-04-10T18:22:19.460303,20000.7215007215
2025-04-10T18:22:19.460303,20000.7215007215
2025-04-10T18:22:19.461312,20000.7215007215
2025-04-10T18:22:19.461312,20000.7215007215
2025-04-10T18:22:19.461312,20000.7215007215
2025-04-10T18:22:19.461312,20000.7215007215
2025-04-10T18:22:19.461312,20000.7215007215
2025-04-10T18:22:19.462315,20000.7215007215
2025-04-10T18:22:19.462315,20000.7215007215
2025-04-10T18:22:19.462315,20000.7215007215
2025-04-10T18:22:19.462315,20000.7215007215
2025-04-10T18:22:19.462315,20000.7215007215
2025-04-10T18:22:19.462315,20000.7215007215
2025-04-10T18:22:19.462315,20000.7215007215
2025-04-10T18:22:19.463908,20000.7215007215
2025-04-10T18:22:19.464916,20000.7215007215
2025-04-10T18:22:19.464916,20000.7215007215
2025-04-10T18:22:19.464916,20000.7215007215
2025-04-10T18:22:19.464916,20000.7215007215
2025-04-10T18:22:19.465920,20000.7215007215
2025-04-10T18:22:19.465920,20000.7215007215
2025-04-10T18:22:19.465920,20000.7215007215
2025-04-10T18:22:19.465920,20000.7215007215
2025-04-10T18:22:19.466933,20000.7215007215
2025-04-10T18:22:19.466933,20000.7215007215
2025-04-10T18:22:19.480134,20000.7215007215
2025-04-10T18:22:19.506817,20000.7215007215
2025-04-10T18:22:19.506817,20000.7215007215
2025-04-10T18:22:19.506817,20000.7215007215
2025-04-10T18:22:19.506817,20000.7215007215
2025-04-10T18:22:19.507813,20000.7215007215
2025-04-10T18:22:19.507813,20000.7215007215
2025-04-10T18:22:19.507813,20000.7215007215
2025-04-10T18:22:19.507813,20000.7215007215
2025-04-10T18:22:19.507813,20000.7215007215
2025-04-10T18:22:19.508822,20000.7215007215
2025-04-10T18:22:19.508822,20000.7215007215
2025-04-10T18:22:19.508822,20000.7215007215
2025-04-10T18:22:19.508822,20000.7215007215
2025-04-10T18:22:19.508822,20000.7215007215
2025-04-10T18:22:19.509812,20000.7215007215
2025-04-10T18:22:19.509812,20000.7215007215
2025-04-10T18:22:19.509812,20000.7215007215
2025-04-10T18:22:20.298732,20000.7215007215
